index,key,time_ns,steps
2513,162472,1208,28
2514,80914,1167,27
2515,310161,2000,23
2516,885448,1291,28
2517,826404,1083,24
2518,106054,1250,24
2519,532352,1084,25
2520,808321,1208,25
2521,565991,1125,22
2522,875687,1041,22
2523,774525,1041,21
2524,926608,1916,36
2525,552109,1041,25
2526,39582,2083,36
2527,694084,1042,23
2528,353124,1041,21
2529,918965,1041,21
2530,803532,916,23
2531,648053,1250,26
2532,137415,958,21
2533,626259,1333,28
2534,395020,1084,21
2535,161746,1041,21
2536,170129,1000,22
2537,189631,1333,26
2538,871729,1041,20
2539,726502,3333,41
2540,808555,1292,25
2541,655088,2209,38
2542,848344,1292,23
2543,946504,1292,25
2544,173581,1000,24
2545,756216,1250,21
2546,458934,1333,29
2547,45815,1291,28
2548,430817,1375,27
2549,381996,1417,30
2550,709218,1042,25
2551,754541,1167,23
2552,249069,1125,22
2553,465777,1084,22
2554,640256,1166,24
2555,298769,1125,22
2556,788940,1833,38
2557,784898,1042,22
2558,821875,1042,18
2559,470736,1834,38
2560,245370,1292,26
2561,559952,1083,22
2562,250787,1041,20
2563,324501,1250,28
2564,847904,1250,25
2565,822472,1292,28
2566,491799,3000,47
2567,947886,2167,38
2568,875680,1250,27
2569,203441,1875,36
2570,385710,2084,40
2571,711257,1083,22
2572,993138,1000,20
2573,598129,1041,22
2574,462000,1041,22
2575,484107,1041,24
2576,806815,1875,33
2577,295460,1083,22
2578,815923,1792,37
2579,400423,1125,23
2580,527336,2958,50
2581,553082,1250,27
2582,438998,1250,27
2583,169931,1250,27
2584,856573,1250,24
2585,209399,1041,22
2586,840182,1083,22
2587,634036,1791,38
2588,145122,1875,32
2589,915409,1917,38
2590,262148,1083,20
2591,54715,1291,26
2592,672325,1125,18
2593,503936,1042,16
2594,916579,1000,19
2595,389245,1000,21
2596,581479,958,20
2597,979678,1250,25
2598,107574,2125,38
2599,745958,1292,27
2600,886983,1208,24
2601,540971,1000,18
2602,892513,2042,37
2603,130735,958,19
2604,298911,1209,23
2605,87950,1250,30
2606,800186,1208,29
2607,168100,1000,22
2608,286043,1208,22
2609,471146,1042,21
2610,949283,1042,19
2611,538290,959,21
2612,154507,1166,23
2613,871416,1250,25
2614,458724,2208,44
2615,96169,1083,23
2616,992387,2125,38
2617,954734,1250,24
2618,232824,1125,24
2619,856376,2916,48
2620,473042,1000,22
2621,927602,1083,20
2622,366567,1333,24
2623,975671,2791,47
2624,27966,1083,23
2625,435051,1875,33
2626,55844,1083,23
2627,415713,1125,25
2628,526393,1000,26
2629,392128,1000,24
2630,247232,1250,23
2631,404925,1292,27
2632,85570,3042,55
2633,393125,1292,25
2634,235446,1792,37
2635,29557,1000,23
2636,334166,1083,19
2637,976042,1000,22
2638,103897,1041,22
2639,879941,958,15
2640,749422,1875,32
2641,681534,1084,23
2642,351578,1000,21
2643,829823,1166,24
2644,153144,1792,35
2645,144284,1000,20
2646,40164,3834,65
2647,300815,1250,20
2648,961960,2250,41
2649,870069,1083,22
2650,495405,1291,25
2651,729885,1333,26
2652,871483,1167,23
2653,145535,917,19
2654,795703,1000,21
2655,739809,2958,38
2656,491898,1042,23
2657,470393,959,19
2658,645240,1125,25
2659,5507,1250,29
2660,949861,1250,28
2661,83075,1000,18
2662,19928,1041,21
2663,268356,1084,21
2664,226131,1042,23
2665,875523,1833,31
2666,156783,1166,28
2667,575463,1250,26
2668,985899,1083,22
2669,762561,1291,26
2670,638458,1958,38
2671,553409,1292,31
2672,443815,1000,23
2673,116588,1041,22
2674,813876,1041,24
2675,302097,1041,23
2676,249184,1041,22
2677,315780,2125,43
2678,127768,1917,34
2679,50069,2000,44
2680,250022,3708,58
2681,440219,959,22
2682,669990,1333,24
2683,832464,2084,42
2684,653065,1083,25
2685,479319,2125,41
2686,65859,3666,46
2687,116243,1291,28
2688,877331,1083,17
2689,949116,2834,49
2690,524109,1250,31
2691,625727,1250,23
2692,562094,1041,21
2693,17234,1166,30
2694,662653,1000,23
2695,540411,958,22
2696,602981,1084,22
2697,253691,1125,19
2698,753449,1084,23
2699,150552,1250,25
2700,305421,1083,18
2701,450090,1125,22
2702,1641,1791,36
2703,644675,1291,23
2704,369955,1291,31
2705,252250,1208,28
2706,598385,1834,35
2707,436803,1833,40
2708,196413,1084,22
2709,696644,1083,21
2710,700675,1125,24
2711,89773,1000,25
2712,548914,1250,25
2713,378121,1083,21
2714,70967,1000,24
2715,999717,1000,18
2716,551614,1000,18
2717,570512,1334,29
2718,531972,1208,27
2719,824614,2041,34
2720,532281,1166,24
2721,581071,1250,29
2722,21323,1042,19
2723,409421,1084,24
2724,915755,1166,25
2725,492973,1041,23
2726,45650,1958,35
2727,666550,1000,21
2728,405675,2125,44
2729,391436,2875,49
2730,265972,1042,23
2731,783619,1875,37
2732,17032,2750,47
2733,374441,1125,25
2734,826824,1250,28
2735,70842,1250,29
2736,361552,1791,40
2737,252839,1791,34
2738,768545,1291,28
2739,689024,1875,32
2740,658776,2125,41
2741,108700,1083,18
2742,808978,958,19
2743,610170,1334,28
2744,770900,1083,23
2745,793436,1291,21
2746,348672,1291,23
2747,139891,1041,19
2748,46490,1083,25
2749,369413,1084,25
2750,572537,1083,23
2751,354993,1209,20
2752,853026,1250,28
2753,674021,1000,18
2754,183595,1833,35
2755,870721,1792,32
2756,816991,959,18
2757,717942,1333,28
2758,487193,1083,23
2759,729169,1042,20
2760,501777,1000,21
2761,662424,1291,28
2762,191133,1833,36
2763,850917,1750,36
2764,141404,1042,22
2765,66166,1042,23
2766,750828,1083,23
2767,813895,1291,28
2768,989442,1000,20
2769,479912,1167,25
2770,38781,1125,21
2771,307697,2959,36
2772,211384,2791,53
2773,45935,1083,23
2774,829539,1292,30
2775,209160,959,24
2776,928819,1042,19
2777,43942,1041,26
2778,330927,1250,25
2779,978711,1042,19
2780,325139,1833,35
2781,540419,1916,35
2782,417569,1041,24
2783,855016,1041,23
2784,569409,1041,23
2785,496396,1833,34
2786,265619,1291,28
2787,38400,1250,27
2788,789883,1166,21
2789,678325,1833,39
2790,200387,1250,27
2791,300010,2083,40
2792,374315,2125,44
2793,904018,1750,33
2794,818772,1000,24
2795,50127,1083,23
2796,907856,1166,25
2797,687585,1041,23
2798,348049,1000,19
2799,286489,1042,24
2800,130522,1042,22
2801,838172,1083,21
2802,385897,1125,24
2803,458177,1208,25
2804,932695,1375,22
2805,419454,1458,29
2806,779415,3084,51
2807,461098,1167,22
2808,938096,1333,23
2809,405427,1166,25
2810,355506,1417,22
2811,195893,1292,27
2812,520307,1250,24
2813,725687,1167,22
2814,521692,1125,21
2815,385192,1125,22
2816,969210,1417,23
2817,836021,1167,24
2818,544501,1416,29
2819,279677,1083,18
2820,840065,1417,27
2821,86625,1166,24
2822,762401,2459,42
2823,445121,1250,22
2824,82761,2041,34
2825,451525,1084,22
2826,631719,1375,26
2827,862288,1208,25
2828,189223,1167,23
2829,571972,2084,39
2830,308037,1167,25
2831,336815,1125,22
2832,107582,1208,23
2833,83959,1000,16
2834,343849,1125,18
2835,693025,1541,27
2836,310001,1083,20
2837,321385,2208,41
2838,467577,3166,51
2839,631895,1917,35
2840,752525,1167,24
2841,446816,1042,21
2842,174740,1458,25
2843,723271,1042,23
2844,465472,1125,22
2845,368624,1250,23
2846,468850,1083,20
2847,44413,2417,42
2848,762121,1084,23
2849,912301,2125,33
2850,955890,1958,34
2851,369686,3459,53
2852,644719,1458,23
2853,456069,1334,25
2854,287893,1416,29
2855,670533,2084,32
2856,829925,4750,53
2857,993950,1291,20
2858,60145,1250,25
2859,78687,1166,22
2860,703788,1166,22
2861,668481,1500,28
2862,425943,2084,36
2863,380960,1208,24
2864,538010,1166,23
2865,840011,1375,27
2866,786326,1083,22
2867,712414,1083,20
2868,167759,1417,28
2869,999073,2084,33
2870,32654,1333,23
2871,149716,2334,44
2872,889895,1167,17
2873,637087,1375,25
2874,711028,3500,55
2875,819265,2291,41
2876,459458,1125,23
2877,36490,1292,25
2878,132362,1250,27
2879,70500,2000,38
2880,247460,1042,23
2881,816333,1041,24
2882,676503,1041,18
2883,384124,1291,27
2884,379743,1291,26
2885,401452,1292,24
2886,995589,1000,15
2887,594800,1083,21
2888,33959,1792,33
2889,634488,1042,24
2890,160892,1292,28
2891,712049,1084,24
2892,471779,1042,23
2893,994914,1167,22
2894,388985,1250,26
2895,390085,3000,37
2896,465505,1250,25
2897,800153,1958,36
2898,80621,1000,22
2899,601801,1083,22
2900,144384,1250,23
2901,555179,1292,27
2902,384775,1833,37
2903,417369,1291,30
2904,329658,2166,40
2905,681114,1125,24
2906,292228,1250,27
2907,261737,1042,22
2908,118960,1042,22
2909,27173,1209,26
2910,771412,4041,63
2911,195086,1833,37
2912,523286,1084,24
2913,542896,1792,38
2914,405786,1250,27
2915,957919,1292,27
2916,588957,1209,26
2917,123482,1042,18
2918,274493,2833,47
2919,812610,1292,23
2920,272934,959,23
2921,738238,1083,20
2922,467952,1291,26
2923,224994,1000,23
2924,641600,1375,22
2925,299450,1083,23
2926,727692,3167,54
2927,960998,1084,23
2928,515061,1292,28
2929,209903,1209,25
2930,128595,1042,21
2931,142322,2000,37
2932,894254,1250,27
2933,77650,1083,22
2934,474002,1125,22
2935,181044,1042,23
2936,942334,1167,24
2937,748023,1041,20
2938,466733,1291,29
2939,92056,1250,24
2940,849885,1291,27
2941,715055,1041,23
2942,886594,1292,25
2943,335113,1167,22
2944,700281,1084,21
2945,364302,1125,23
2946,744008,959,23
2947,68094,1000,17
2948,576714,1333,29
2949,568508,2084,39
2950,304467,2958,47
2951,934630,1084,20
2952,314528,1250,27
2953,892718,1042,22
2954,165157,1125,25
2955,746386,1833,33
2956,744032,1041,23
2957,972371,1291,27
2958,734234,1042,22
2959,668677,1292,26
2960,182548,1083,24
2961,832251,1000,24
2962,379053,1291,30
2963,533470,1042,23
2964,235135,959,22
2965,127258,1041,22
2966,210744,2083,37
2967,830542,1042,20
2968,145623,1167,22
2969,248236,1834,32
2970,828767,1208,24
2971,518020,1208,25
2972,27561,1875,40
2973,378428,1000,21
2974,580934,1917,39
2975,600077,1250,28
2976,386832,1250,30
2977,490111,1291,23
2978,842701,1791,32
2979,578444,1292,26
2980,136075,1000,19
2981,641675,10583,49
2982,927200,1000,21
2983,90404,1334,29
2984,68942,1167,24
2985,324315,1042,23
2986,417501,4167,67
2987,751760,1250,24
2988,753790,2084,39
2989,501917,1291,25
2990,551232,1083,22
2991,430750,1334,30
2992,806528,1125,26
2993,429323,2250,39
2994,863334,1291,27
2995,602827,3125,54
2996,77334,2167,42
2997,131415,1125,21
2998,332428,1291,28
2999,673541,1250,26
3000,77768,1000,22
3001,471833,1834,37
3002,488462,1291,29
3003,713146,1125,25
3004,542492,1084,25
3005,361250,1083,24
3006,134569,1291,28
3007,920608,1041,20
3008,869326,1083,20
3009,818165,959,23
3010,578084,1416,29
3011,670873,1125,21
3012,616339,1042,25
3013,190803,1083,21
3014,805078,1042,26
3015,135301,1250,24
3016,453634,1084,22
3017,527291,1250,27
3018,954952,1125,20
3019,910386,1292,27
3020,58105,1083,21
3021,871777,2583,38
3022,130193,1625,22
3023,543270,1750,24
3024,160449,1709,30
3025,318898,1583,22
3026,172656,5625,47
3027,169835,1333,24
3028,338335,1541,25
3029,980144,2542,33
3030,743789,1750,30
3031,236423,2500,39
3032,362832,1708,27
3033,993509,1458,21
3034,986610,1667,21
3035,544104,1667,29
3036,938398,1583,23
3037,297847,2709,39
3038,887026,1708,28
3039,82691,1250,20
3040,262779,2041,38
3041,205838,1166,24
3042,665906,1250,20
3043,577600,5833,79
3044,287783,1333,31
3045,131251,1208,23
3046,655384,1167,25
3047,317535,1125,20
3048,644275,1208,19
3049,559393,3250,50
3050,97967,1459,25
3051,526987,2125,37
3052,672125,1208,21
3053,176828,3250,52
3054,620557,1416,24
3055,987347,2250,34
3056,608852,2041,36
3057,161685,2000,35
3058,179517,1167,24
3059,690732,1167,23
3060,654814,4250,61
3061,755639,1250,18
3062,945817,1208,24
3063,634535,1417,28
3064,354020,3084,48
3065,883457,3208,46
3066,968811,2000,34
3067,590997,2500,42
3068,43196,1250,26
3069,865323,3292,49
3070,905741,1166,24
3071,29752,1291,22
3072,85169,1167,26
3073,47671,1167,27
3074,994624,1458,23
3075,672613,1209,19
3076,808476,1208,25
3077,604789,1250,22
3078,277512,2125,35
3079,682760,1375,22
3080,221049,1250,23
3081,804215,1416,26
3082,599930,1375,27
3083,436823,1208,23
3084,648134,1417,28
3085,670031,2292,37
3086,31758,1500,28
3087,522231,2375,45
3088,932181,4250,60
3089,657630,1208,25
3090,572080,1250,21
3091,303743,1084,19
3092,673089,1916,38
3093,316769,1125,24
3094,506405,2458,38
3095,256774,1417,30
3096,843777,1959,33
3097,846568,2375,42
3098,718265,2125,36
3099,425819,1291,23
3100,311883,1167,23
3101,475576,1208,21
3102,76518,1458,24
3103,722064,1250,21
3104,62824,2250,39
3105,165760,1458,27
3106,460960,1208,24
3107,435811,126792,36
3108,507775,1333,19
3109,487003,1334,29
3110,213934,1083,23
3111,356718,1084,23
3112,636130,1125,20
3113,150648,1125,25
3114,327767,1292,26
3115,903333,1042,20
3116,753259,1125,24
3117,334828,2083,34
3118,769865,1417,26
3119,902591,1875,33
3120,362148,1334,30
3121,418085,1083,22
3122,137119,5167,74
3123,797616,1000,15
3124,388540,1000,21
3125,539996,1250,23
3126,588934,1041,24
3127,111342,1166,20
3128,334618,1167,20
3129,253481,1000,22
3130,489132,1375,28
3131,128474,2209,40
3132,280465,1125,25
3133,471436,1042,24
3134,259962,1041,18
3135,147721,1375,28
3136,101515,1250,23
3137,53064,1000,23
3138,304310,1167,22
3139,991308,3292,31
3140,402811,2209,41
3141,906142,1125,22
3142,645271,2208,45
3143,438447,1083,22
3144,260331,1000,21
3145,907341,2875,50
3146,946142,1333,27
3147,167458,2084,34
3148,852994,1208,22
3149,343342,1334,25
3150,979110,1166,19
3151,605749,1166,25
3152,756158,1333,25
3153,327906,1250,26
3154,199056,1167,22
3155,800191,1167,24
3156,167083,1083,21
3157,522470,1042,26
3158,539729,1292,27
3159,489492,4250,66
3160,522988,1291,26
3161,921778,1291,26
3162,323529,1083,24
3163,521531,3916,63
3164,24303,1916,39
3165,94424,1333,28
3166,991149,1125,20
3167,412345,1084,21
3168,529997,1292,31
3169,479442,1333,30
3170,252423,2833,22
3171,225596,1250,24
3172,611681,1041,21
3173,370038,1166,23
3174,51022,2250,40
3175,52996,1083,22
3176,295024,1250,29
3177,518935,1083,21
3178,626544,2084,38
3179,925200,1000,18
3180,883792,1083,22
3181,686042,1084,20
3182,705189,1916,37
3183,493447,1833,33
3184,299629,1125,23
3185,562762,1083,20
3186,8575,1834,41
3187,888325,1791,35
3188,112719,1041,20
3189,451861,1166,20
3190,140441,1250,24
3191,925322,1042,21
3192,277320,958,16
3193,762848,1125,21
3194,383546,1042,24
3195,800962,1375,25
3196,422843,1916,39
3197,383714,1208,26
3198,47441,1125,24
3199,420041,1250,28
3200,53643,1000,21
3201,597984,1167,22
3202,589108,1250,24
3203,204111,1333,28
3204,380134,1875,34
3205,580097,1291,30
3206,302621,1750,35
3207,77104,1083,24
3208,405117,959,18
3209,528751,1042,20
3210,472231,1083,22
3211,801536,1166,24
3212,576567,1333,28
3213,293309,1916,40
3214,865402,1083,24
3215,653517,1125,25
3216,713450,1916,36
3217,640726,1000,24
3218,124583,1291,29
3219,134914,1208,27
3220,101378,2084,39
3221,413038,1083,21
3222,391327,1000,20
3223,833511,1250,24
3224,355557,1042,18
3225,584930,1125,22
3226,984559,1125,23
3227,383367,1875,35
3228,791639,1000,21
3229,151276,1333,25
3230,208728,1042,24
3231,631729,1042,22
3232,533854,2209,39
3233,420885,1083,24
3234,524370,1834,36
3235,42211,1083,25
3236,47505,1209,27
3237,40805,1000,25
3238,143694,959,21
3239,748256,1042,22
3240,349219,1875,35
3241,843020,1167,24
3242,496757,1042,19
3243,544560,1333,26
3244,479188,2125,41
3245,156176,1250,28
3246,635711,1334,24
3247,936517,1833,36
3248,540547,1125,23
3249,146571,2083,45
3250,343898,1291,23
3251,976611,4625,54
3252,642849,1333,27
3253,334003,1291,27
3254,412043,2833,50
3255,646448,1125,26
3256,775233,1042,20
3257,883533,1334,27
3258,313770,3083,58
3259,622566,3291,53
3260,352714,1291,25
3261,531959,1375,31
3262,868525,1291,23
3263,534474,1041,25
3264,558199,1083,21
3265,513642,1750,35
3266,743168,3000,53
3267,590269,1083,25
3268,314354,1084,26
3269,497961,1125,23
3270,855375,1292,27
3271,17446,1167,23
3272,386252,4166,68
3273,347330,1292,27
3274,706538,1125,24
3275,114929,1042,24
3276,436775,1167,23
3277,612057,1792,31
3278,322624,1000,22
3279,835458,1125,23
3280,942426,2083,40
3281,760558,2042,38
3282,914463,1292,26
3283,721467,1333,28
3284,659828,1084,25
3285,27942,1083,23
3286,625906,1000,26
3287,497644,1083,17
3288,278429,1084,18
3289,687437,1333,28
3290,820935,1042,23
3291,813865,1084,21
3292,606575,1250,27
3293,605694,2000,38
3294,238597,1042,21
3295,756443,1292,30
3296,53850,3083,51
3297,611869,1000,20
3298,503788,1292,24
3299,178795,1333,28
3300,549698,2125,44
3301,659581,1041,26
3302,649841,1041,25
3303,812234,3875,62
3304,882028,1791,35
3305,398659,1125,23
3306,154955,1125,25
3307,861575,1208,22
3308,713794,1042,22
3309,253962,1292,24
3310,33105,1292,26
3311,600384,2875,49
3312,994266,2166,38
3313,734550,1875,35
3314,115234,2875,48
3315,200052,1292,24
3316,19858,1167,24
3317,462463,2083,36
3318,328931,1083,24
3319,439123,1084,20
3320,158788,1083,24
3321,433021,1208,24
3322,724043,1084,22
3323,213796,1250,27
3324,430312,1125,24
3325,526196,1125,26
3326,812618,1083,20
3327,641182,1875,38
3328,965237,1000,16
3329,494515,1000,23
3330,915216,1833,38
3331,889588,1084,21
3332,771582,2208,37
3333,762737,1334,30
3334,65307,1250,30
3335,740059,1042,23
3336,144790,1042,21
3337,543879,2166,45
3338,217414,1166,24
3339,588133,2208,39
3340,340840,1458,30
3341,694396,1416,25
3342,501609,2125,32
3343,551003,1250,21
3344,395130,1208,20
3345,328994,1500,28
3346,181595,1166,21
3347,481993,1125,22
3348,956432,1208,23
3349,559025,1209,23
3350,358956,2333,34
3351,572809,1083,21
3352,371497,1041,22
3353,708700,1291,21
3354,809490,1375,24
3355,909802,1500,28
3356,755945,3417,57
3357,713814,1166,22
3358,674559,1125,24
3359,842691,1125,22
3360,726992,1375,22
3361,277204,1166,23
3362,639712,2125,35
3363,507700,1416,24
3364,201604,2250,35
3365,258495,3125,49
3366,292560,1333,25
3367,585197,1333,24
3368,313000,1333,23
3369,235791,1125,25
3370,987220,1125,20
3371,312072,2250,43
3372,808635,3291,36
3373,303043,1125,21
3374,739143,1166,25
3375,217347,1041,25
3376,723770,2167,33
3377,739234,1375,29
3378,512757,1209,25
3379,332442,3458,59
3380,503111,1167,21
3381,365747,2250,41
3382,587714,1292,26
3383,979056,1208,21
3384,979879,1084,22
3385,834043,1250,25
3386,756720,1208,23
3387,286742,2333,38
3388,301770,1125,17
3389,127795,1167,25
3390,601335,1167,23
3391,709490,1166,23
3392,569577,1125,23
3393,398139,1167,23
3394,939273,1125,22
3395,413698,1083,22
3396,858131,1042,21
3397,361900,1333,23
3398,810617,1125,19
3399,843701,1333,22
3400,153592,1333,26
3401,304562,1125,20
3402,44110,1459,26
3403,301603,1041,21
3404,748832,1167,23
3405,82869,1125,23
3406,363189,1458,25
3407,968895,1250,19
3408,463865,1416,25
3409,687837,1458,26
3410,268901,1209,24
3411,783642,1208,20
3412,502352,1084,22
3413,224382,1375,26
3414,211884,1458,31
3415,868171,1459,25
3416,564740,2166,40
3417,284304,1166,22
3418,978347,1208,20
3419,589319,1333,24
3420,729989,1084,21
3421,284816,4250,61
3422,143942,2042,32
3423,114533,1166,25
3424,645585,1458,33
3425,776881,2125,38
3426,615337,1417,24
3427,250906,1166,24
3428,254236,1291,23
3429,53232,1250,23
3430,702372,1208,21
3431,949155,1167,18
3432,556838,2583,44
3433,236634,3083,50
3434,668934,1166,25
3435,244147,1291,25
3436,55041,1375,29
3437,105066,1458,27
3438,433378,1250,25
3439,346338,2333,39
3440,752205,2084,38
3441,495352,1375,25
3442,105429,1291,23
3443,714282,1375,29
3444,808207,1333,25
3445,144145,1167,22
3446,5434,1417,31
3447,577087,2125,32
3448,974232,1333,24
3449,165614,2500,44
3450,426674,1209,23
3451,684608,1208,25
3452,980453,1209,23
3453,923426,2125,34
3454,921069,1333,28
3455,498808,1292,23
3456,500642,1334,23
3457,682140,3208,49
3458,209145,1209,25
3459,792631,2125,35
3460,301199,1208,19
3461,336769,1250,20
3462,299280,1208,20
3463,677274,1334,30
3464,62037,1208,23
3465,952041,1125,21
3466,806067,2333,39
3467,93807,2167,38
3468,683985,1541,29
3469,602023,1208,23
3470,243501,1459,30
3471,561148,1250,24
3472,774569,1125,22
3473,758244,1500,29
3474,891639,1292,19
3475,982170,2166,32
3476,39111,1208,26
3477,957591,1084,22
3478,966233,1458,29
3479,183569,1334,23
3480,438185,1500,28
3481,925101,1083,20
3482,878293,1209,21
3483,184328,1333,28
3484,979289,1084,20
3485,964307,1041,20
3486,38106,1333,28
3487,876823,1084,21
3488,416279,1333,23
3489,826237,2084,40
3490,519448,1166,27
3491,195362,1209,21
3492,982106,1041,19
3493,785387,1084,20
3494,914664,1333,25
3495,971024,1166,20
3496,303529,1333,20
3497,919332,1125,18
3498,39287,1166,26
3499,9718,1167,26
3500,312887,1167,21
3501,595552,1250,23
3502,632064,1208,25
3503,112513,1417,26
3504,973556,2916,34
3505,351318,1250,19
3506,298385,1125,20
3507,476420,1375,29
3508,672465,1459,28
3509,569692,1166,21
3510,549788,1458,27
3511,517905,1500,25
3512,932457,1166,22
3513,984153,1208,21
3514,140719,1375,24
3515,892401,2500,41
3516,528706,1458,27
3517,490756,1292,22
3518,286091,1084,19
3519,202178,4625,71
3520,848103,1167,18
3521,118119,1459,28
3522,346748,1167,24
3523,170388,1375,25
3524,766635,1416,25
3525,481207,1083,20
3526,679777,1125,21
3527,269762,2041,35
3528,753505,1375,24
3529,195244,1541,26
3530,14769,1166,21
3531,772400,1125,22
3532,353488,1500,26
3533,829180,1500,29
3534,309356,1458,26
3535,595362,3292,51
3536,707161,1334,23
3537,794069,1166,16
3538,202545,1208,20
3539,184020,2042,36
3540,640633,1250,26
3541,897735,1250,23
3542,669753,1458,28
3543,940618,1166,21
3544,425188,2041,39
3545,867162,1375,26
3546,448480,2000,37
3547,540311,3167,48
3548,343857,2042,36
3549,90952,1458,27
3550,420305,1459,25
3551,701766,3208,51
3552,100019,1250,21
3553,193758,1125,23
3554,147443,1292,23
3555,500647,2416,42
3556,339321,1375,27
3557,981285,2291,38
3558,260097,1083,18
3559,7162,4334,66
3560,273454,1125,22
3561,402207,1167,22
3562,246962,1208,25
3563,468437,1416,30
3564,790372,1208,23
3565,279964,1084,23
3566,345638,1125,24
3567,316614,1500,29
3568,610755,1209,20
3569,757998,1458,24
3570,600706,1417,29
3571,11992,1166,24
3572,274259,1125,21
3573,685437,2125,36
3574,377018,1417,29
3575,726421,2000,34
3576,247782,1125,22
3577,65143,2041,36
3578,700225,1375,26
3579,123968,1416,27
3580,488003,1416,23
3581,321710,1458,29
3582,167476,1250,23
3583,425111,1250,25
3584,719401,1166,21
3585,526931,1416,27
3586,967947,1375,28
3587,938600,1333,28
3588,930928,1125,21
3589,737734,1417,29
3590,807237,1167,23
3591,326085,1166,23
3592,723822,1209,22
3593,123120,2083,41
3594,669738,3250,55
3595,960633,1292,28
3596,986328,1166,19
3597,309370,1458,26
3598,385398,1209,22
3599,644482,1292,26
3600,231578,1125,26
3601,229773,1083,22
3602,140058,1416,28
3603,501411,1250,22
3604,160627,1125,24
3605,477080,1375,23
3606,784057,1208,21
3607,635164,2209,39
3608,391775,1167,24
3609,436046,1500,30
3610,736039,1250,22
3611,575915,1416,23
3612,957137,2333,38
3613,493700,1208,17
3614,794140,1084,17
3615,563629,1500,30
3616,840953,1459,29
3617,696354,1333,28
3618,865709,3334,39
3619,229022,1250,23
3620,798868,1042,20
3621,259487,1167,20
3622,713391,1125,21
3623,791402,1083,22
3624,624757,1459,31
3625,915549,1167,22
3626,825619,1208,23
3627,85848,2250,33
3628,551034,2042,33
3629,468450,2417,43
3630,553830,1417,30
3631,737953,1375,27
3632,379359,1166,22
3633,81897,3166,46
3634,961801,1958,34
3635,591574,1208,24
3636,117660,1416,28
3637,64759,1250,24
3638,869033,1167,22
3639,574252,3166,48
3640,946747,1375,22
3641,530042,2334,45
3642,211977,2125,38
3643,600522,1958,33
3644,562729,3417,52
3645,157132,1500,30
3646,172530,1250,22
3647,344057,1208,23
3648,895994,2167,37
3649,545618,1208,22
3650,463304,1500,27
3651,121887,1375,25
3652,713342,1500,26
3653,215380,1167,22
3654,751743,1125,24
3655,611475,1416,28
3656,512574,1416,30
3657,95360,1166,22
3658,942554,1125,18
3659,535168,1125,23
3660,467123,1416,29
3661,847976,1166,21
3662,58339,1875,34
3663,475459,1250,22
3664,138354,1292,28
3665,538180,1208,24
3666,435605,2875,53
3667,478988,1083,23
3668,591304,1916,33
3669,60542,1000,22
3670,585942,2875,41
3671,484839,1166,24
3672,705449,1125,22
3673,846113,1041,22
3674,323140,1833,35
3675,758415,1834,39
3676,22828,1083,25
3677,415183,1917,36
3678,266818,1250,26
3679,856114,1208,25
3680,3162,1084,25
3681,782033,1083,21
3682,228487,1209,29
3683,606404,1125,20
3684,76578,1292,24
3685,47490,1250,27
3686,444279,1375,30
3687,361265,1250,28
3688,734407,1125,21
3689,66858,1041,25
3690,567452,1083,25
3691,63183,1000,19
3692,979982,1250,26
3693,937657,1208,25
3694,72372,1125,23
3695,979135,2041,39
3696,495003,1750,37
3697,33277,2041,40
3698,301037,1250,24
3699,428729,1208,30
3700,188725,1250,23
3701,806326,1167,24
3702,142008,1833,37
3703,803029,1291,27
3704,672688,1875,39
3705,764716,1083,22
3706,677256,1791,40
3707,440782,1125,26
3708,392651,1250,23
3709,934632,1084,22
3710,401059,1375,26
3711,470326,1041,23
3712,911863,1833,35
3713,961665,1083,20
3714,950815,1000,20
3715,395834,1208,21
3716,393893,1750,35
3717,84149,1417,30
3718,715895,1291,29
3719,693940,2000,40
3720,917037,1041,22
3721,565498,1041,24
3722,139450,1083,26
3723,685281,1084,20
3724,902076,1125,22
3725,364664,1292,28
3726,124396,1125,25
3727,187144,1084,21
3728,563357,1875,40
3729,412152,1084,21
3730,554532,1916,38
3731,133534,1833,38
3732,763215,1334,26
3733,233508,1125,23
3734,875374,1166,19
3735,3643,1292,27
3736,792912,1083,18
3737,23840,1292,27
3738,312857,1292,26
3739,485495,2958,35
3740,706216,1375,28
3741,754025,1333,27
3742,570893,1125,23
3743,444731,3000,50
3744,557773,1125,24
3745,397701,2125,43
3746,863356,2083,40
3747,240821,1083,22
3748,259536,1250,23
3749,483001,1125,22
3750,362975,2042,39
3751,162657,1333,28
3752,289040,1250,25
3753,197637,1166,23
3754,982947,1166,18
3755,917723,1041,21
3756,760243,1083,25
3757,802675,2834,47
3758,118327,1791,35
3759,33783,1041,23
3760,848800,2125,43
3761,692268,1917,35
3762,439606,1334,25
3763,644794,1291,27
3764,803266,1041,24
3765,981717,3000,54
3766,926686,1083,20
3767,932228,1792,37
3768,16406,1084,22
3769,252357,1833,37
3770,216093,1791,35
3771,70560,1166,26
3772,105798,2041,37
3773,622796,1167,25
3774,35208,1083,26
3775,468128,2209,44
3776,626823,1083,26
3777,704668,4083,71
3778,737450,2209,41
3779,914582,1833,36
3780,51041,1000,23
3781,256623,1750,36
3782,776514,1083,19
3783,46386,1291,27
3784,421806,1250,27
3785,460286,1250,23
